	asin	review	title	body	link	rating	date
93	B07VGRJDFY	R6G6FBX1JOOSA	it’s so flimsy	nintendo this is not a console for anybody, it’s too flimsy it breaks my screen just broke all cuz i held it by on controller trying to pick up my phone	https://www.amazon.com/gp/customer-reviews/R6G6FBX1JOOSA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	3	2022-10-29T00:00:00.000Z
94	B07VGRJDFY	R3ECXXVLK46XYY	I think I got a refurbished one	Used maybe twice and the charger port is damaged and won’t charge. This will be the second one we have gotten. This was the replacement sent for the first one that didn’t work at all.	https://www.amazon.com/gp/customer-reviews/R3ECXXVLK46XYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	1	2022-10-28T00:00:00.000Z
95	B07VGRJDFY	R3KPVCQQPHRETG	Ok	Bought 2 for my niece and nephew. When we received the package it was damaged so I didn’t really get to wrap them for their bdays and everything already looked used, possibly we recieved ones that someone returned ? I’m not sure but they still use them	https://www.amazon.com/gp/customer-reviews/R3KPVCQQPHRETG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	2	2022-10-28T00:00:00.000Z
96	B07VGRJDFY	R2VXNPLGS1B1Z	It is great	It is great	https://www.amazon.com/gp/customer-reviews/R2VXNPLGS1B1Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-27T00:00:00.000Z
97	B07VGRJDFY	R33LRO6NLTFKX7	Had it for less then 2 months and I already hear some odd noise coming from the system	Bought the back in September and notice after just a month a low but growing noise as you play	https://www.amazon.com/gp/customer-reviews/R33LRO6NLTFKX7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	1	2022-10-26T00:00:00.000Z
98	B07VGRJDFY	R22IIMTWDJG7BK	Really lives up to the hype.	I couldn't afford to purchase this video game system for a good few years since money was tight while I was attending college. But, after saving up over the course of a few months, I became the proud owner of a Nintendo Switch system last year. And I gotta say... it really lives up to the hype.  Being able to switch (no pun intended) between gaming on the TV and gaming in portable handheld mode has been a very nice, convenient gaming experience indeed. For example, it lets me take the game with me if I suddenly need to head into town with my family and I don't want to wait until I come back from town to continue my game. The games run very well and it gets great internet reception too (most of the time).  I'm not sure I've ever had this much fun playing video games since Pokémon Ultra Moon on the 3DS. I'm definitely glad I ordered this game system. Very satisfied.	https://www.amazon.com/gp/customer-reviews/R22IIMTWDJG7BK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-25T00:00:00.000Z
99	B07VGRJDFY	R29HDE09UA37MP	Comfortable to use ........for many hours😊	I might be the last person to find Animal Crossing and boy does this Switch get a workout everyday!	https://www.amazon.com/gp/customer-reviews/R29HDE09UA37MP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-25T00:00:00.000Z
100	B07VGRJDFY	RK9VR72K6M3Q2	Love it	Was delivered in 1 day, everything was in the box. Works perfect.	https://www.amazon.com/gp/customer-reviews/RK9VR72K6M3Q2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-24T00:00:00.000Z
101	B07VGRJDFY	R1UIBMIT3LRSIE	Was very pleased with this order and my wife loved it	Bought this for my wife's birthday she was very excited when she got it would definitely buy from this seller again	https://www.amazon.com/gp/customer-reviews/R1UIBMIT3LRSIE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-24T00:00:00.000Z
102	B07VGRJDFY	R2N56HVTXD8D5I	after 37 days my product stopped working	after 37 days my product stopped working I contacted Amazon and they said they could not solve the problem, the product crashed a lot and stopped working, and they told me that I will be at a loss	https://www.amazon.com/gp/customer-reviews/R2N56HVTXD8D5I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	1	2022-10-24T00:00:00.000Z
103	B07VGRJDFY	R1HCVRJID9HV7X	very good system	I got joycon drift in the first month	https://www.amazon.com/gp/customer-reviews/R1HCVRJID9HV7X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	4	2022-10-24T00:00:00.000Z
104	B07VGRJDFY	R1NWG20THHGEGL	Doesn't come with the game	Purchased the Animal crossing style for my daughter, thinking it would have the game with it. Nope. They wabt you to pay 50 dollars more to get the game to go with the style. Crazy.	https://www.amazon.com/gp/customer-reviews/R1NWG20THHGEGL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	4	2022-10-23T00:00:00.000Z
105	B07VGRJDFY	R10R4MCAKMMU3V	Fun games for the family	Bought to play games with kids. Great fun	https://www.amazon.com/gp/customer-reviews/R10R4MCAKMMU3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	4	2022-10-23T00:00:00.000Z
106	B07VGRJDFY	R37AMAJ1UYXXM4	Works great!	Works great! Love the color!	https://www.amazon.com/gp/customer-reviews/R37AMAJ1UYXXM4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-22T00:00:00.000Z
107	B07VGRJDFY	R1KL8QBHUPELF3	It’s awesome	Love the switch for my kids.	https://www.amazon.com/gp/customer-reviews/R1KL8QBHUPELF3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-21T00:00:00.000Z
108	B07VGRJDFY	R37KW89ITNJJNL	Animal Crossing Fan	As a long time fan of Animal Crossing, I was super excited to get this themed Switch as a gift from a friend. The controllers sometimes don’t like to charge properly like the regular Switch, but overall, I haven’t had nearly as many issues with it as my mom has with her regular one. 10/10	https://www.amazon.com/gp/customer-reviews/R37KW89ITNJJNL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-21T00:00:00.000Z
109	B07VGRJDFY	R395452HGHYLAW	Great Console, Wrong Country	I've been wanting a switch for a while, and finally ordered one. When I got it, the language on the box and instructions were not in English (assuming it's Japanese) and the power cord was for UK outlets. I live in the US and had to purchase a new power cord (about $15 USD). Other than that, very pleased with the product.	https://www.amazon.com/gp/customer-reviews/R395452HGHYLAW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	4	2022-10-21T00:00:00.000Z
110	B07VGRJDFY	R280KFHZIFD6YP	Excelente mi hijo lo va disfrutar muchísimo	Es el regalo de cumpleaños de mi hijo y le va encantar muchísimo muchas gracias	https://www.amazon.com/gp/customer-reviews/R280KFHZIFD6YP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-20T00:00:00.000Z
111	B07VGRJDFY	R1FJGRKV4DYHML	It's a switch!	It's an amazing gift for kids, teens, and adults everyone loves the switch. However the joycons are small and don't fit bigger hands, as well as they develop drift after a while. If you do purchase a switch i'd recommend getting a storage upgrade, switch controller, and screen protector.	https://www.amazon.com/gp/customer-reviews/R1FJGRKV4DYHML/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	4	2022-10-20T00:00:00.000Z
112	B07VGRJDFY	R217Y1W55HOFTR	NINTENDO SWITCH	Once you buy the gadget( Nitendo switch), you have to keep on buying the games which becomes more expensive. I thought when you buy it the games are inclusive.	https://www.amazon.com/gp/customer-reviews/R217Y1W55HOFTR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	3	2022-10-20T00:00:00.000Z
113	B07VGRJDFY	R3VICO8KSHVJCJ	Game NOT INCLUDED!	Thought this came with the Animal Crossing game, but it does not. Game is another 65.$	https://www.amazon.com/gp/customer-reviews/R3VICO8KSHVJCJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	3	2022-10-19T00:00:00.000Z
114	B07VGRJDFY	RJ0RDF86DI58G	All info and description	All info wand description was good I will recommend sealer’	https://www.amazon.com/gp/customer-reviews/RJ0RDF86DI58G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-19T00:00:00.000Z
115	B07VGRJDFY	REPA41JD0ASZ8	awesome	super cool graphics	https://www.amazon.com/gp/customer-reviews/REPA41JD0ASZ8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	4	2022-10-18T00:00:00.000Z
116	B07VGRJDFY	RETBVLICK8RZY	I waited for this moment	Wait several months, I think years, for the Nintendo Switch to be at retail price ($299), the product arrived completely new and with the box with all the integrity.  Yes, buy it, but at retail price	https://www.amazon.com/gp/customer-reviews/RETBVLICK8RZY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-17T00:00:00.000Z
117	B07VGRJDFY	R14XFICPZF4STF	Fun for all	We love our Nintendo Switch. With winter on its way I know we will love it even more. My family lives a few hours away so its fun to be able to play games with them from afar. My husband and nephew were even able to play it together on a road trip we went on. It helped pass the time.	https://www.amazon.com/gp/customer-reviews/R14XFICPZF4STF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-14T00:00:00.000Z
118	B07VGRJDFY	R1GZVYEL3D2H9U	Awesome!	Not sure if this will pop up verified or not but I did in fact purchase the animal crossing switch and am I satisfied with my purchase!! It’s so awesome to have a special edition switch and it is so fun to play with!!	https://www.amazon.com/gp/customer-reviews/R1GZVYEL3D2H9U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	5	2022-10-14T00:00:00.000Z
119	B07VGRJDFY	RPLY4TWSELRZ6	DO NOT BUY	I wish I was able to come up with a headline so everyone would read this...We bought my son this switch that connects to the console, after having it for maybe 6mo the joy-con controllers become very loose and wiggly when attached to the switch, eventually they stopped connecting and he was not able to use. So we replaced them, $80 it cost for a pair. It's been two years since we bought it now and we have replace the controllers 3 times. Clearly there is an issue with them. DO NOT BUY the switch with detachable joy-con controllers!	https://www.amazon.com/gp/customer-reviews/RPLY4TWSELRZ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VGRJDFY	1	2022-10-13T00:00:00.000Z
